id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
20410,Scooby-Doo and the Alien Invaders,"Animation,Family,Comedy,Mystery,Science Fiction,Adventure,Fantasy",en,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo and the Mystery Inc. Gang into their most unearthly adventure ever.",18.648,2000-10-03,7.1,283
16608,The Proposition,"Action,Adventure,Crime,Drama,Thriller,Western",en,"In 1880s Australia, a lawman offers renegade Charlie Burns a difficult choice. In order to save his younger brother from the gallows, Charlie must hunt down and kill his older brother, who is wanted for rape and murder. Venturing into one of the Outback's most inhospitable regions, Charlie faces a terrible moral dilemma that can end only in violence.",9.689,2005-10-06,7.1,502
9769,Lolita,Drama,en,Urbane professor Humbert Humbert marries a New England widow to be near her nymphet daughter.,58.231,1997-09-27,7.1,1344
8619,Master and Commander: The Far Side of the World,"Adventure,Drama,War",en,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",19.296,2003-11-14,7.1,2504
1555,The Spanish Apartment,"Drama,Comedy,Romance",fr,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",11.122,2002-06-19,7.1,918
430447,Mary and The Witch's Flower,"Fantasy,Adventure,Animation",ja,"Mary Smith, a young girl who lives with her great-aunt in the countryside, follows a mysterious cat into the nearby forest where she finds a strange flower and an old broom, none of which is as ordinary as it seems.",19.293,2017-07-08,7.1,623
351339,Anthropoid,"History,Thriller,War",en,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",22.896,2016-08-12,7.1,826
321741,Concussion,"Drama,History",en,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",12.537,2015-11-12,7.1,2216
103332,Ruby Sparks,"Comedy,Romance,Fantasy,Drama",en,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",11.18,2012-07-25,7.1,1344
15906,Barbie and the Magic of Pegasus 3-D,"Animation,Family,Romance",en,"Princess Annika (Barbie) escapes the clutches of the evil wizard, explores the wonders of Cloud Kingdom, and teams up with a magnificent winged horse - who turns out to be her sister, Princess Brietta - to defeat the wizard and break the spells that imprisoned her family.",57.24,2005-10-04,7.1,568
14412,Body Heat,"Crime,Thriller,Romance",en,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",15.342,1981-08-28,7.1,418
277217,Descendants,"Family,Music,Adventure,Comedy,Fantasy,TV Movie",en,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",68.725,2015-07-31,7.1,1965
14533,Gia,"Romance,Drama",en,"Gia Carangi travels to New York City with dreams of becoming a fashion model. Within minutes of arriving, she meets Wilhelmina Cooper, a wise and high-powered agent who takes Gia under her wing. With Cooper's help and her own natural instincts, Gia quickly shoots to the top of the modeling world. When Cooper dies of lung cancer, however, Gia turns to drugs – and both she and her career begin to spiral out of control.",17.338,1998-01-31,7.1,587
11620,Quo Vadis,"Drama,History,Romance",en,"Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.",17.139,1951-11-08,7.1,302
8095,Cleopatra,"Drama,History,Romance",en,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",24.867,1963-06-12,7.1,547
6173,Read My Lips,"Crime,Drama,Romance,Thriller",fr,She is almost deaf and she lip-reads. He is an ex-convict. She wants to help him. He thinks no one can help except himself.,6.618,2001-10-17,7.1,245
508,Love Actually,"Comedy,Romance,Drama",en,"'Love Actually' follows the lives of eight very different couples dealing with their love lives, in various loosely and interrelated tales, all set during a frantic month before Christmas in London, England.",25.546,2003-09-07,7.1,5553
239563,St. Vincent,Comedy,en,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",19.488,2014-10-09,7.1,1583
1730,Inland Empire,"Drama,Horror,Mystery,Fantasy",en,An actress’s perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,11.642,2006-09-06,7.1,849
886,The Cincinnati Kid,Drama,en,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,8.965,1965-10-15,7.1,210
310307,The Founder,"Drama,History",en,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",32.841,2016-09-13,7.1,3990
9787,Lords of Dogtown,Drama,en,"The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",13.8,2005-06-03,7.1,608
18299,Love in the Afternoon,"Comedy,Crime,Drama,Romance",en,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.,8.139,1957-05-29,7.1,231
18240,The Proposal,"Comedy,Romance,Drama",en,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",109.605,2009-06-01,7.1,5546
437033,Toc Toc,Comedy,es,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.,20.489,2017-09-01,7.1,1043
290250,The Nice Guys,"Comedy,Crime,Action",en,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,33.613,2016-05-15,7.1,6529
129533,Barbie: The Princess & The Popstar,"Family,Animation",en,"Tori is a blonde princess who is bored of living her royal life, and has dreams of becoming a popstar. Keira, on the other hand, is a brunette popstar who dreams of being a princess. When the two meet, they magically trade places, but after realising it is best to be themselves.",36.731,2012-09-13,7.1,484
13928,Knick Knack,"Animation,Family,Comedy",en,"Life on a shelf as a snowman trapped in a snow-globe blizzard can become wearing, especially when you're surrounded by knickknacks from sunnier locales. When the jaded snowman finally breaks free of his glass house, his vacation plans are cut short.",7.433,1989-11-23,7.1,435
418680,Goodbye Christopher Robin,"Family,History,Drama",en,The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.,15.914,2017-09-29,7.1,695
2769,An American in Paris,"Comedy,Music,Romance",en,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.",9.329,1951-09-26,7.1,441
365045,Heidi,"Adventure,Family",de,"Heidi, is an eight-year-old Swiss orphan who is given by her aunt to her mountain-dwelling grandfather. She is then stolen back by her aunt from her grandfather to live in the wealthy Sesemann household in Frankfurt, Germany as a companion to Klara, a sheltered, disabled girl in a wheelchair. Heidi is unhappy but makes the best of the situation, always longing for her grandfather.",13.989,2015-12-10,7.1,324
283552,The Light Between Oceans,"Drama,Romance",en,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,22.84,2016-09-02,7.1,1202
